,Movie_Name,Movie_Rating,Movie_Certificate,Movie_Year,Movie_Runtime,Movie_Cast,Movie_Genre,Movie_Poster,Movie_Description,Movie_Poster_HD,All_Movie_Info
781,Argo,7.7,A,2012,120 min,"Ben Affleck, Bryan Cranston, John Goodman, Alan Arkin","Biography, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,argo ben affleck bryan cranston john goodman alan arkin biography drama thriller acting under the cover of a hollywood producer scouting a location for a science fiction film a cia agent launches a dangerous operation to rescue six americans in tehran during the us hostage crisis in iran in 1979
782,(500) Days of Summer,7.7,UA,2009,95 min,"Zooey Deschanel, Joseph Gordon-Levitt, Geoffrey Arend, Chloë Grace Moretz","Comedy, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BMTk5MjM4OTU1OV5BMl5BanBnXkFtZTcwODkzNDIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg","After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.",https://m.media-amazon.com/images/M/MV5BMTk5MjM4OTU1OV5BMl5BanBnXkFtZTcwODkzNDIzMw@@._V1_FMjpg_UX1275_.jpg,(500) days of summer zooey deschanel joseph gordon-levitt geoffrey arend chloë grace moretz comedy drama romance after being dumped by the girl he believes to be his soulmate hopeless romantic tom hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back
783,Harry Potter and the Deathly Hallows: Part 1,7.7,UA,2010,146 min,"Daniel Radcliffe, Emma Watson, Rupert Grint, Bill Nighy","Adventure, Family, Fantasy            ","https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_UX67_CR0,0,67,98_AL_.jpg","As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_.jpg,harry potter and the deathly hallows: part 1 daniel radcliffe emma watson rupert grint bill nighy adventure family fantasy as harry ron and hermione race against time and evil to destroy the horcruxes they uncover the existence of the three most powerful objects in the wizarding world: the deathly hallows
784,Frost/Nixon,7.7,U,2008,122 min,"Frank Langella, Michael Sheen, Kevin Bacon, Sam Rockwell","Biography, Drama, History            ","https://m.media-amazon.com/images/M/MV5BMTRiN2RkY2YtMzlkNi00YTMwLThlNmEtNmNhYWVjZjBiZWFkXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY98_CR1,0,67,98_AL_.jpg",A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,https://m.media-amazon.com/images/M/MV5BMTRiN2RkY2YtMzlkNi00YTMwLThlNmEtNmNhYWVjZjBiZWFkXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg,frost/nixon frank langella michael sheen kevin bacon sam rockwell biography drama history a dramatic retelling of the post-watergate television interviews between british talk-show host david frost and former president richard nixon
785,Papurika,7.7,U,2006,90 min,"Megumi Hayashibara, Tôru Emori, Katsunosuke Hori, Tôru Furuya","Animation, Drama, Fantasy            ","https://m.media-amazon.com/images/M/MV5BNDI4MGEwZDAtZDg0Yy00MjFhLTg1MjctODdmZTMyNTUyNDI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.",https://m.media-amazon.com/images/M/MV5BNDI4MGEwZDAtZDg0Yy00MjFhLTg1MjctODdmZTMyNTUyNDI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,papurika megumi hayashibara tôru emori katsunosuke hori tôru furuya animation drama fantasy when a machine that allows therapists to enter their patients' dreams is stolen all hell breaks loose only a young female therapist paprika can stop it
786,Flipped,7.7,PG,2010,90 min,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards","Comedy, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BMTU2NjQ1Nzc4MF5BMl5BanBnXkFtZTcwNTM0NDk1Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Two eighth-graders start to have feelings for each other despite being total opposites.,https://m.media-amazon.com/images/M/MV5BMTU2NjQ1Nzc4MF5BMl5BanBnXkFtZTcwNTM0NDk1Mw@@._V1_.jpg,flipped madeline carroll callan mcauliffe rebecca de mornay anthony edwards comedy drama romance two eighth-graders start to have feelings for each other despite being total opposites
787,Toki o kakeru shôjo,7.7,U,2006,98 min,"Riisa Naka, Takuya Ishida, Mitsutaka Itakura, Ayami Kakiuchi","Animation, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BNzUxODI4MzgtNWZiOC00MmNlLWIyMzctNGE3ZGU0MzczMjk4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.",https://m.media-amazon.com/images/M/MV5BNjhiN2FjMWUtMDAyMi00ODJkLWE3MDgtODJlYTA1NDk5M2MyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,toki o kakeru shôjo riisa naka takuya ishida mitsutaka itakura ayami kakiuchi animation adventure comedy a high-school girl named makoto acquires the power to travel back in time and decides to use it for her own personal benefits little does she know that she is affecting the lives of others just as much as she is her own
788,This Is England,7.7,A,2006,101 min,"Thomas Turgoose, Stephen Graham, Jo Hartley, Andrew Shim","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BMmE3OWZhZDYtOTBjMi00NDIwLTg1NWMtMjg0NjJmZWM4MjliL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",https://m.media-amazon.com/images/M/MV5BMmE3OWZhZDYtOTBjMi00NDIwLTg1NWMtMjg0NjJmZWM4MjliL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,this is england thomas turgoose stephen graham jo hartley andrew shim crime drama a young boy becomes friends with a gang of skinheads friends soon become like family and relationships will be pushed to the very limit
789,Ex Machina,7.7,UA,2014,108 min,"Alicia Vikander, Domhnall Gleeson, Oscar Isaac, Sonoya Mizuno","Drama, Sci-Fi, Thriller            ","https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_.jpg,ex machina alicia vikander domhnall gleeson oscar isaac sonoya mizuno drama sci-fi thriller a young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid ai
790,Efter brylluppet,7.7,R,2006,120 min,"Mads Mikkelsen, Sidse Babett Knudsen, Rolf Lassgård, Neeral Mulchandani",Drama            ,"https://m.media-amazon.com/images/M/MV5BNDllNGMwYmMtMTJiNi00Y2MyLTkxNWUtZjk2ZGQwODlhOTQzXkEyXkFqcGdeQXVyMTc5OTQwMzk@._V1_UX67_CR0,0,67,98_AL_.jpg","A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.",https://m.media-amazon.com/images/M/MV5BNWJhOGY4YjEtYzNmMy00OWZiLWFjZmQtOTRlZDQzZDY2ZGMyXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_.jpg,efter brylluppet mads mikkelsen sidse babett knudsen rolf lassgård neeral mulchandani drama a manager of an orphanage in india is sent to copenhagen denmark where he discovers a life-altering family secret
791,The Last King of Scotland,7.7,A,2006,123 min,"James McAvoy, Forest Whitaker, Gillian Anderson, Kerry Washington","Biography, Drama, History            ","https://m.media-amazon.com/images/M/MV5BMjM1NTkxNjkzMl5BMl5BanBnXkFtZTgwNDgwMDAxMzE@._V1_UY98_CR1,0,67,98_AL_.jpg",Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,https://m.media-amazon.com/images/M/MV5BMjM1NTkxNjkzMl5BMl5BanBnXkFtZTgwNDgwMDAxMzE@._V1_.jpg,the last king of scotland james mcavoy forest whitaker gillian anderson kerry washington biography drama history based on the events of the brutal ugandan dictator idi amin's regime as seen by his personal physician during the 1970s
792,Zodiac,7.7,UA,2007,157 min,"Jake Gyllenhaal, Robert Downey Jr., Mark Ruffalo, Anthony Edwards","Crime, Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BN2UwNDc5NmEtNjVjZS00OTI5LWE5YjctMWM3ZjBiZGYwMGI2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",https://m.media-amazon.com/images/M/MV5BOTkwNjA1MjU2Nl5BMl5BanBnXkFtZTcwMTg3NzMzMw@@._V1_.jpg,zodiac jake gyllenhaal robert downey jr mark ruffalo anthony edwards crime drama mystery between 1968 and 1983 a san francisco cartoonist becomes an amateur detective obsessed with tracking down the zodiac killer an unidentified individual who terrorizes northern california with a killing spree
793,Lucky Number Slevin,7.7,R,2006,110 min,"Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BZjczMWI1YWMtYTZjOS00ZDc5LWE2MWItMTY3ZGUxNzFkNjJmL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",https://m.media-amazon.com/images/M/MV5BZjczMWI1YWMtYTZjOS00ZDc5LWE2MWItMTY3ZGUxNzFkNjJmL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,lucky number slevin josh hartnett ben kingsley morgan freeman lucy liu crime drama thriller a case of mistaken identity lands slevin into the middle of a war being plotted by two of the city's most rival crime bosses under constant surveillance by detective brikowski and assassin goodkat he must get them before they get him
794,Joyeux Noël,7.7,PG-13,2005,116 min,"Diane Kruger, Benno Fürmann, Guillaume Canet, Natalie Dessay","Drama, History, Music            ","https://m.media-amazon.com/images/M/MV5BYzIzNzM2MTAtNzE5MS00M2ZhLTkxNDctMmQyODE3Mzg3YWE5XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg","In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.",https://m.media-amazon.com/images/M/MV5BYzIzNzM2MTAtNzE5MS00M2ZhLTkxNDctMmQyODE3Mzg3YWE5XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,joyeux noël diane kruger benno fürmann guillaume canet natalie dessay drama history music in december 1914 an unofficial christmas truce on the western front allows soldiers from opposing sides of the first world war to gain insight into each other's way of life
795,Control,7.7,R,2007,122 min,"Sam Riley, Samantha Morton, Craig Parkinson, Alexandra Maria Lara","Biography, Drama, Music            ","https://m.media-amazon.com/images/M/MV5BNTEzOTYwMTcxN15BMl5BanBnXkFtZTcwNTgyNjI1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",https://m.media-amazon.com/images/M/MV5BNTEzOTYwMTcxN15BMl5BanBnXkFtZTcwNTgyNjI1MQ@@._V1_.jpg,control sam riley samantha morton craig parkinson alexandra maria lara biography drama music a profile of ian curtis the enigmatic singer of joy division whose personal professional and romantic troubles led him to commit suicide at the age of 23
796,Adams æbler,7.7,R,2005,94 min,"Ulrich Thomsen, Mads Mikkelsen, Nicolas Bro, Paprika Steen","Comedy, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BMTU4NTc5NjM5M15BMl5BanBnXkFtZTgwODEyMTE0MDE@._V1_UY98_CR1,0,67,98_AL_.jpg",A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.,https://m.media-amazon.com/images/M/MV5BMTU4NTc5NjM5M15BMl5BanBnXkFtZTgwODEyMTE0MDE@._V1_.jpg,adams æbler ulrich thomsen mads mikkelsen nicolas bro paprika steen comedy crime drama a neo-nazi sentenced to community service at a church clashes with the blindly devoted minister
797,Watchmen,7.7,A,2009,162 min,"Jackie Earle Haley, Patrick Wilson, Carla Gugino, Malin Akerman","Action, Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BY2IzNGNiODgtOWYzOS00OTI0LTgxZTUtOTA5OTQ5YmI3NGUzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",https://m.media-amazon.com/images/M/MV5BY2IzNGNiODgtOWYzOS00OTI0LTgxZTUtOTA5OTQ5YmI3NGUzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,watchmen jackie earle haley patrick wilson carla gugino malin akerman action drama mystery in 1985 where former superheroes exist the murder of a colleague sends active vigilante rorschach into his own sprawling investigation uncovering something that could completely change the course of history as we know it
798,Zwartboek,7.7,A,2006,145 min,"Carice van Houten, Sebastian Koch, Thom Hoffman, Halina Reijn","Drama, Thriller, War            ","https://m.media-amazon.com/images/M/MV5BMTIzMjc2ODQ2NV5BMl5BanBnXkFtZTYwODkzNTA3._V1_UX67_CR0,0,67,98_AL_.jpg","In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",https://m.media-amazon.com/images/M/MV5BMTIzMjc2ODQ2NV5BMl5BanBnXkFtZTYwODkzNTA3._V1_.jpg,zwartboek carice van houten sebastian koch thom hoffman halina reijn drama thriller war in the nazi-occupied netherlands during world war ii a jewish singer infiltrates the regional gestapo headquarters for the dutch resistance
799,Brokeback Mountain,7.7,A,2005,134 min,"Jake Gyllenhaal, Heath Ledger, Michelle Williams, Randy Quaid","Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BMTY5NTAzNTc1NF5BMl5BanBnXkFtZTYwNDY4MDc3._V1_UX67_CR0,0,67,98_AL_.jpg",Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,https://m.media-amazon.com/images/M/MV5BMTY5NTAzNTc1NF5BMl5BanBnXkFtZTYwNDY4MDc3._V1_.jpg,brokeback mountain jake gyllenhaal heath ledger michelle williams randy quaid drama romance ennis and jack are two shepherds who develop a sexual and emotional relationship their relationship becomes complicated when both of them get married to their respective girlfriends
800,Vera Drake,7.7,R,2004,125 min,"Imelda Staunton, Jim Broadbent, Heather Craney, Richard Graham","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BZTk1ZmNhNjEtMDZjZi00MTY1LTgwMmYtZDRiNmI4ZDRiNzQ5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain--a conflict that leads to tragedy for her family.,https://m.media-amazon.com/images/M/MV5BNTdhODQ5ZjEtMTM3YS00YjFjLTgyNzUtZDRlZGU1MDIzOTJkXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg,vera drake imelda staunton jim broadbent heather craney richard graham crime drama abortionist vera drake finds her beliefs and practices clash with the mores of 1950s britain--a conflict that leads to tragedy for her family
801,3:10 to Yuma,7.7,A,2007,122 min,"Russell Crowe, Christian Bale, Ben Foster, Logan Lerman","Action, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,https://m.media-amazon.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_.jpg,3:10 to yuma russell crowe christian bale ben foster logan lerman action crime drama a small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in yuma a battle of wills ensues as the outlaw tries to psych out the rancher
802,Kung fu,7.7,UA,2004,99 min,"Stephen Chow, Wah Yuen, Qiu Yuen, Siu-Lung Leung","Action, Comedy, Fantasy            ","https://m.media-amazon.com/images/M/MV5BMjZiOTNlMzYtZWYwZS00YWJjLTk5NDgtODkwNjRhMDI0MjhjXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY98_CR1,0,67,98_AL_.jpg","In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",https://m.media-amazon.com/images/M/MV5BMjZiOTNlMzYtZWYwZS00YWJjLTk5NDgtODkwNjRhMDI0MjhjXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg,"kung fu stephen chow wah yuen qiu yuen siu-lung leung action comedy fantasy in shanghai china in the 1940s a wannabe gangster aspires to join the notorious ""axe gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf"
803,The Bourne Supremacy,7.7,A,2004,108 min,"Matt Damon, Franka Potente, Joan Allen, Brian Cox","Action, Mystery, Thriller            ","https://m.media-amazon.com/images/M/MV5BYTIyMDFmMmItMWQzYy00MjBiLTg2M2UtM2JiNDRhOWE4NjBhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",https://m.media-amazon.com/images/M/MV5BYTIyMDFmMmItMWQzYy00MjBiLTg2M2UtM2JiNDRhOWE4NjBhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,the bourne supremacy matt damon franka potente joan allen brian cox action mystery thriller when jason bourne is framed for a cia operation gone awry he is forced to resume his former life as a trained assassin to survive
804,The Machinist,7.7,R,2004,101 min,"Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian","Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BNjk1NzBlY2YtNjJmNi00YTVmLWI2OTgtNDUxNDE5NjUzZmE0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg",An industrial worker who hasn't slept in a year begins to doubt his own sanity.,https://m.media-amazon.com/images/M/MV5BNjk1NzBlY2YtNjJmNi00YTVmLWI2OTgtNDUxNDE5NjUzZmE0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_.jpg,the machinist christian bale jennifer jason leigh aitana sánchez-gijón john sharian drama thriller an industrial worker who hasn't slept in a year begins to doubt his own sanity
805,Ray,7.7,A,2004,152 min,"Jamie Foxx, Regina King, Kerry Washington, Clifton Powell","Biography, Drama, Music            ","https://m.media-amazon.com/images/M/MV5BMTQxNDQwNjQzOV5BMl5BanBnXkFtZTcwNTQxNDYyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",https://m.media-amazon.com/images/M/MV5BMTQxNDQwNjQzOV5BMl5BanBnXkFtZTcwNTQxNDYyMQ@@._V1_.jpg,ray jamie foxx regina king kerry washington clifton powell biography drama music the story of the life and career of the legendary rhythm and blues musician ray charles from his humble beginnings in the south where he went blind at age seven to his meteoric rise to stardom during the 1950s and 1960s
806,Lost in Translation,7.7,UA,2003,102 min,"Bill Murray, Scarlett Johansson, Giovanni Ribisi, Anna Faris","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BMTUxMzk0NDg1MV5BMl5BanBnXkFtZTgwNDg0NjkxMDI@._V1_UX67_CR0,0,67,98_AL_.jpg",A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,https://m.media-amazon.com/images/M/MV5BMTUxMzk0NDg1MV5BMl5BanBnXkFtZTgwNDg0NjkxMDI@._V1_.jpg,lost in translation bill murray scarlett johansson giovanni ribisi anna faris comedy drama a faded movie star and a neglected young woman form an unlikely bond after crossing paths in tokyo
807,Harry Potter and the Goblet of Fire,7.7,UA,2005,157 min,"Daniel Radcliffe, Emma Watson, Rupert Grint, Eric Sykes","Adventure, Family, Fantasy            ","https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_.jpg,harry potter and the goblet of fire daniel radcliffe emma watson rupert grint eric sykes adventure family fantasy harry potter finds himself competing in a hazardous tournament between rival schools of magic but he is distracted by recurring nightmares
808,Man on Fire,7.7,UA,2004,146 min,"Denzel Washington, Christopher Walken, Dakota Fanning, Radha Mitchell","Action, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BODFlMmEwMDgtYjhmZi00ZTE5LTk2NWQtMWE1Y2M0NjkzOGYxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",https://m.media-amazon.com/images/M/MV5BODFlMmEwMDgtYjhmZi00ZTE5LTk2NWQtMWE1Y2M0NjkzOGYxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,man on fire denzel washington christopher walken dakota fanning radha mitchell action crime drama in mexico city a former cia operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect
809,Coraline,7.7,U,2009,100 min,"Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders","Animation, Drama, Family            ","https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_UX67_CR0,0,67,98_AL_.jpg","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_.jpg,coraline dakota fanning teri hatcher john hodgman jennifer saunders animation drama family an adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home but it has sinister secrets
810,The Magdalene Sisters,7.7,R,2002,114 min,"Eileen Walsh, Dorothy Duffy, Nora-Jane Noone, Anne-Marie Duff",Drama            ,"https://m.media-amazon.com/images/M/MV5BMWExODI2ZjUtMTE2MS00NmRkLWJhYzYtYTkyMTFiMzEwMjkzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX67_CR0,0,67,98_AL_.jpg",Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,https://m.media-amazon.com/images/M/MV5BMWExODI2ZjUtMTE2MS00NmRkLWJhYzYtYTkyMTFiMzEwMjkzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg,the magdalene sisters eileen walsh dorothy duffy nora-jane noone anne-marie duff drama three young irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a magdalene sisters asylum
811,21 Grams,7.7,UA,2003,124 min,"Sean Penn, Benicio Del Toro, Naomi Watts, Danny Huston","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg","A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",https://m.media-amazon.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1_.jpg,21 grams sean penn benicio del toro naomi watts danny huston crime drama thriller a freak accident brings together a critically ill mathematician a grieving mother and a born-again ex-con
812,Finding Neverland,7.7,U,2004,106 min,"Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell","Biography, Drama, Family            ","https://m.media-amazon.com/images/M/MV5BYWYwMjFjM2UtMDBiYy00ZjFjLTkwMDYtYThlNWMxNDk3MzdkXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX67_CR0,0,67,98_AL_.jpg",The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,https://m.media-amazon.com/images/M/MV5BYWYwMjFjM2UtMDBiYy00ZjFjLTkwMDYtYThlNWMxNDk3MzdkXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg,finding neverland johnny depp kate winslet julie christie radha mitchell biography drama family the story of sir jm barrie's friendship with a family who inspired him to create peter pan
813,Good Bye Lenin!,7.7,R,2003,121 min,"Daniel Brühl, Katrin Sass, Chulpan Khamatova, Florian Lukas","Comedy, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BMTI0MTg4NzI3M15BMl5BanBnXkFtZTcwOTE0MTUyMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg","In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",https://m.media-amazon.com/images/M/MV5BMTI0MTg4NzI3M15BMl5BanBnXkFtZTcwOTE0MTUyMQ@@._V1_.jpg,good bye lenin! daniel brühl katrin sass chulpan khamatova florian lukas comedy drama romance in 1990 to protect his fragile mother from a fatal shock after a long coma a young man must keep her from learning that her beloved nation of east germany as she knew it has disappeared
814,In America,7.7,PG-13,2002,105 min,"Paddy Considine, Samantha Morton, Djimon Hounsou, Sarah Bolger",Drama            ,"https://m.media-amazon.com/images/M/MV5BOGY1YmUzN2MtNDQ3NC00Nzc4LWI5M2EtYzUwMGQ4NWM4NjE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR0,0,67,98_AL_.jpg",A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,https://m.media-amazon.com/images/M/MV5BY2MzYTdhMWYtMmQzYi00ODc1LWIxOTMtZmNlNmQ2MzQ0NWM3XkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_.jpg,in america paddy considine samantha morton djimon hounsou sarah bolger drama a family of irish immigrants adjust to life on the mean streets of hell's kitchen while also grieving the death of a child
